schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,update_l2_norm,label_entropy,kl_to_global_label_distribution,local_epochs,batch_size,train_loss,task_loss,prior_loss,prior_loss_raw,regularization_loss,regularization_loss_raw,accuracy_local_train_estimate,loss_local_train_estimate,num_batches,num_examples_seen,ola_fisher_mean,ola_fisher_std,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,ola_task_loss,ola_prior_loss,ola_prior_loss_raw,ola_regularization_loss_raw,ola_precision_mean,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p50,ola_precision_p75,ola_precision_p90,ola_precision_p95,ola_precision_max,ola_sigma_mean,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p50,ola_sigma_p75,ola_sigma_p90,ola_sigma_p95,ola_sigma_max,ola_snr_raw_mean,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p50,ola_snr_raw_p75,ola_snr_raw_p90,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,63,5,8,1,precision_update,1.0,20,101770,101770,1.0,0.0,3.290563782933169e-07,8.533488617644414e-08,3.0343412183182747e-07,0.08275849498267335,0.0,1.0,0.08275849498267335,-0.0,2.3292713582565514,2,32,0.6970255225896835,0.6970255225896835,3.84363339767102e-11,3.911665771738626e-06,1.9218166988355103e-12,1.955832885869313e-07,0.9375,0.6970255225896835,2,16.0,0.0006991141183365266,0.011717248285363762,6.729150481987745e-05,0.0007115448825061321,1.197668433189392,0.010761559009552002,0.9999329995443956,0.08275849498267335,0.6970255225896835,3.84363339767102e-11,3.911665771738626e-06,1.955832885869313e-07,0.0011919619591036017,0.0012022742953119517,0.0010005808435380459,0.001010558835696429,0.0010257355752401054,0.0010541611118242145,0.0011111745843663812,0.0013498655287548901,0.0015516870887950054,0.08003931492567062,29.97653145199032,2.5094998267096678,3.534665584564209,27.21790943145752,29.999143600463867,30.799701690673828,31.22355031967163,31.457137298583984,31.551715850830078,31.613595962524414,0.000661853816940498,0.0009513485025986249,1.4812652223847956e-08,0.000121509666509065,0.00030198310204021734,0.0005989105794642633,0.0009007008441341358,0.0010886335910307702,0.001193145067967421,0.061115224463078814,8
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,67,5,16,1,precision_update,1.0,20,101770,101770,1.0,0.0,5.176211959368905e-07,1.1058191337707385e-07,3.798024761700781e-07,0.10295830547637165,0.0,1.0,0.10295830547637165,-0.0,2.311121424016332,2,32,0.8828993439674377,0.8828993439674377,8.954437191732723e-11,9.11293136596214e-06,4.477218595866362e-12,4.55646568298107e-07,0.75,0.8828993439674377,2,32.0,0.0011412013702271247,0.021047092132355342,0.00011368242849130183,0.0010693374089896684,2.2509045600891113,0.014383524656295776,0.9998962584602308,0.10295830547637165,0.8828993439674377,8.954437191732723e-11,9.11293136596214e-06,4.55646568298107e-07,0.0012130137334424548,0.0015874890142886103,0.0010005771182477474,0.0010099277133122087,0.0010279951675329357,0.0010572040337137878,0.001115025661420077,0.0013758948538452388,0.001599025598261504,0.1470004767179489,29.90175231471094,2.613545616813382,2.608198404312134,26.959223556518555,29.947293281555176,30.75534439086914,31.189216136932373,31.466964721679688,31.5393105506897,31.61365509033203,0.0006664129325301546,0.0010148460219337738,1.813283388936338e-08,0.00012182923914538084,0.00030253270061983764,0.0005996622025928697,0.0009021753336868618,0.0010916693044535088,0.001198789288967811,0.07543248701477978,16
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,288,23,1,1,precision_update,1.0,20,101770,101770,1.0,0.0,4.641904861396837e-07,1.0138458888004435e-07,3.362828305132192e-07,0.10360472855984479,0.0,1.0,0.10360472855984479,-0.0,2.185987945410232,2,32,0.5136319436132908,0.5136319436132908,7.252951017555631e-11,7.381328487099381e-06,3.6264755087778156e-12,3.6906642435496907e-07,1.0,0.5136319436132908,2,2.0,0.0015971158159862897,0.021475926479276715,0.0001389938115607947,0.001255829865112902,2.790741443634033,0.013775795698165894,0.9998949726134944,0.10360472855984479,0.5136319436132908,7.252951017555631e-11,7.381328487099381e-06,3.6906642435496907e-07,0.0012347239467582684,0.001489903536151387,0.0010005567455664277,0.001011433347593993,0.001027816440910101,0.0010573840118013322,0.0011174387182109058,0.0014175435295328501,0.0017469060025177875,0.16074366867542267,29.750736419765914,2.936239531500322,2.4942102432250977,26.56022834777832,29.914939880371094,30.752726554870605,31.19192886352539,31.443535804748535,31.543721008300782,31.613977432250977,0.000671942746348673,0.0010232449001264597,2.8116124740089846e-09,0.00012243292604932832,0.00030407352004123563,0.0006034881371230864,0.0009071240125746809,0.0010973365412887473,0.001212580856261398,0.09399266413263346,1
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,190,15,78,1,precision_update,1.0,20,101770,101770,1.0,0.0,3.560347940233875e-07,1.322463713061329e-07,4.77320563375809e-07,0.12227843704030336,0.0,1.0,0.12227843704030336,0.06335477530377637,2.1966737571094788,2,32,0.3687850354382625,0.3687850354382625,1.1878836509523397e-10,1.2089092473242767e-05,5.939418254761699e-12,6.044546236621384e-07,0.9358974358974359,0.3687850354382625,6,156.0,0.00020159854240079533,0.003544717207157014,2.528806453483412e-05,0.00023613736266270293,0.516047477722168,0.019901975989341736,0.9998537964086072,0.12227843704030336,0.3687850354382625,1.1878836509523397e-10,1.2089092473242767e-05,6.044546236621384e-07,0.0011682707423659423,0.0009435719180987439,0.0010005701333284378,0.0010099245700985193,0.001024257595418021,0.0010494424495846033,0.0010968274727929384,0.0013182112714275717,0.0015020103252027168,0.048763129860162735,30.107810693200896,2.371261917856947,4.52849817276001,27.542761039733886,30.19470739364624,30.86886692047119,31.24606990814209,31.46701431274414,31.545387268066406,31.613765716552734,0.0006557430454809236,0.0008946583093797773,9.091775583799334e-09,0.00012098613984784517,0.00030028447870241213,0.0005965085812462902,0.0008973192873515304,0.0010839040434003357,0.0011857965306986368,0.043732896702169906,78
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,38,3,257,1,precision_update,1.0,20,101770,101770,1.0,1.8816489165407457e-12,6.033463245903476e-07,1.5532300371860807e-07,7.384559564433738e-07,0.1785988736698385,0.0,1.0,0.1785988736698385,1.3397067534967495,0.9396094349232524,2,32,0.47737320521230364,0.47737320521230364,6.929948001090604e-10,7.052608343089953e-05,3.464974000545302e-11,3.5263041715449763e-06,0.8754863813229572,0.47737320521230364,18,514.0,0.0001278168478130856,0.0013670506949712983,2.3625477297173347e-05,0.00017712136468617256,0.12383367121219635,0.019844122231006622,0.9996895065210758,0.1785988736698385,0.47737320521230364,6.929948001090604e-10,7.052608343089953e-05,3.5263041715449763e-06,0.0011647573269854608,0.000933065083085922,0.0010006068041548133,0.0010099072242155671,0.0010228061582893133,0.0010475617600604892,0.0010980212537106127,0.0013139926944859327,0.0014936772058717904,0.05464218556880951,30.13264010250305,2.345946051798458,4.277952671051025,27.586940002441406,30.17828941345215,30.89656352996826,31.268232345581055,31.467283248901367,31.550090789794922,31.61318588256836,0.0006549581652105065,0.0008815839444325229,1.9315005553892648e-08,0.00012069125388554142,0.00030066363574053753,0.0005968292270644921,0.0008965275366892757,0.0010833031993873494,0.0011848956494213672,0.04349254171401407,257
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,206,16,6,1,precision_update,1.0,20,101770,101770,1.0,0.0,1.1590391862013644e-07,3.7700540675964823e-08,1.650777618558697e-07,0.03656000269746217,0.0,1.0,0.03656000269746217,0.6365141682948128,1.6395997169315697,2,32,0.2111581489443779,0.2111581489443779,7.281449748708368e-12,7.410332045765244e-07,3.640724874354184e-13,3.7051660228826226e-08,1.0,0.2111581489443779,2,12.0,0.0001354511995789063,0.001626434005988267,1.3360362572711892e-05,0.00017942808481166144,0.1752844750881195,0.0041458457708358765,0.9999869368777796,0.03656000269746217,0.2111581489443779,7.281449748708368e-12,7.410332045765244e-07,3.7051660228826226e-08,0.0011651208673580406,0.0009333283334931855,0.0010005823569372296,0.0010098766069859266,0.0010232414642814547,0.0010474062873981893,0.0010968219139613211,0.0013176832348108295,0.0014962120971176772,0.048761118203401566,30.129351066940952,2.3508218698696677,4.528591632843018,27.548279571533204,30.19478464126587,30.89885711669922,31.261581420898438,31.46776008605957,31.55174446105957,31.61357307434082,0.0006544620066654187,0.0008843986760120399,9.851383178843211e-09,0.00012097201154604158,0.00030023611045121664,0.0005962289160429439,0.0008962752400491123,0.0010829912799423058,0.0011837540587682437,0.04385486366620672,6
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,210,16,280,1,precision_update,1.0,20,101770,101770,1.0,3.751165610771379e-12,5.384550609969848e-07,1.784629755382345e-07,6.73278588036471e-07,0.17092169615881672,0.0,1.0,0.17092169615881672,0.29393881488658424,2.0344083103604644,2,32,0.2549011226211275,0.2549011226211275,5.876693213407209e-10,5.980710963870349e-05,2.9383466067036045e-11,2.9903554819351747e-06,0.9625,0.2549011226211275,18,560.0,7.543934671783293e-05,0.0012438041685096835,1.15283246486797e-05,9.005768515635294e-05,0.15508125722408295,0.025913119316101074,0.9997151170204558,0.17092169615881672,0.2549011226211275,5.876693213407209e-10,5.980710963870349e-05,2.9903554819351747e-06,0.0011622631605799666,0.0009200007468886737,0.001000565942376852,0.0010095369070768356,0.0010225391888525337,0.0010460126213729382,0.0010955669276881963,0.0013100082171149554,0.0014831453154329206,0.04878750443458557,30.15066926320269,2.3268826937231077,4.527367115020752,27.628861045837404,30.212074279785156,30.91943359375,31.27231454849243,31.473054885864258,31.551738739013672,31.613832473754883,0.0006542056996749252,0.0008823533708319588,2.0225452332193728e-08,0.0001206293574839969,0.00030052885172735135,0.0005958244656150359,0.0008958774874870219,0.001082608595945143,0.0011829339357786344,0.04540039486012319,280
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,52,4,24,1,precision_update,1.0,20,101770,101770,1.0,0.0,1.9647206890952058e-07,5.9104485879559075e-08,2.1718395699058176e-07,0.05275920449668626,0.0,1.0,0.05275920449668626,1.0880102622771117,1.1812023456676566,2,32,0.8033210933208466,0.8033210933208466,1.675059743688756e-11,1.7047084384103073e-06,8.375298718443781e-13,8.523542192051537e-08,0.8333333333333334,0.8033210933208466,2,48.0,0.00027628565086398416,0.003629917421478523,3.055891829717439e-05,0.0003179709310643375,0.4783557653427124,0.006878450512886047,0.9999727627661774,0.05275920449668626,0.8033210933208466,1.675059743688756e-11,1.7047084384103073e-06,8.523542192051537e-08,0.0011718272709774916,0.0010024303951814296,0.001000557211227715,0.0010098834754899144,0.0010242885036859661,0.001049111655447632,0.0010980190709233284,0.0013256495818495752,0.0015042347833514214,0.06259339302778244,30.09665487101683,2.3861113545500854,3.9970147609710693,27.46538143157959,30.178319931030273,30.873733520507812,31.245599269866943,31.467653274536133,31.546541213989258,31.613969802856445,0.0006564777619272492,0.0009057149197527403,3.265989596179193e-08,0.00012093536546024818,0.000300488479112376,0.0005968858675421344,0.0008972961983910112,0.00108411704044909,0.0011854308228918626,0.0473447884080087,24
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,58,4,463,1,precision_update,1.0,20,101770,101770,1.0,4.680944217308469e-13,6.02186551150282e-07,2.267712242974584e-07,7.639572629783908e-07,0.18284529704218314,0.0,1.0,0.18284529704218314,0.8886543877137418,1.3317328076251618,2,32,0.21140164418496016,0.21140164418496016,4.728957825580229e-10,4.812660588644376e-05,2.3644789127901145e-11,2.406330294322188e-06,0.9600431965442765,0.21140164418496016,30,926.0,3.3543308359023754e-05,0.00031784521297414004,8.204986897908384e-06,5.259025056147948e-05,0.042773131281137466,0.024770259857177734,0.9996749304227077,0.18284529704218314,0.21140164418496016,4.728957825580229e-10,4.812660588644376e-05,2.406330294322188e-06,0.0011602681103723713,0.0009018104051852988,0.0010005661752074957,0.0010096434270963073,0.001022427954012528,0.001045844575855881,0.0010951589792966843,0.0013074237387627364,0.0014791471417993298,0.04877638444304466,30.161049369455167,2.3150037528771965,4.527883052825928,27.656155014038085,30.217700958251953,30.92191791534424,31.274014949798584,31.471393585205078,31.551586151123047,31.613828659057617,0.0006535098302556475,0.0008718381979713999,8.912591178885162e-09,0.00012074356383257195,0.00029994610414381466,0.0005952655979486938,0.0008956287843814113,0.0010830874986538733,0.001184272105899044,0.04356555063289978,463
bayesfl_observability_v1,ola_precision_update_prune000_keep100_control_seed42,21,ola,125,10,4,1,precision_update,1.0,20,101770,101770,1.0,0.0,1.286208860879396e-07,3.997023589582052e-08,1.7873258592319073e-07,0.03975286194913476,0.0,1.0,0.03975286194913476,0.5623351446188083,1.818115478821869,2,32,0.2886378690600395,0.2886378690600395,9.621142424420803e-12,9.791436923478614e-07,4.810571212210401e-13,4.895718461739307e-08,1.0,0.2886378690600395,2,8.0,0.00015951721728579195,0.0021936698776197847,1.4933657439542003e-05,0.00021290632430464085,0.2695058584213257,0.005109667778015137,0.9999845629373056,0.03975286194913476,0.2886378690600395,9.621142424420803e-12,9.791436923478614e-07,4.895718461739307e-08,0.0011662668671196868,0.0009492980662500418,0.0010005866643041372,0.0010099284118041396,0.0010234684741590172,0.0010475647286511958,0.0011005339911207557,0.001317745528649539,0.001494254067074507,0.05506660416722298,30.117017507192323,2.3483018419037904,4.261434555053711,27.54762878417969,30.143817901611328,30.896520614624023,31.258113861083984,31.46695327758789,31.552024173736573,31.61350440979004,0.0006547106516177647,0.0008889362813426157,2.4510939079837745e-09,0.00012093098395704785,0.00030035208160930724,0.0005962544449956976,0.0008968774409360304,0.0010835258042963614,0.0011842416687566587,0.04843582925396955,4
