schema_version,run_id,physical_client_id,virtual_client_id,num_examples,train_examples,val_examples,label_0_count,label_1_count,label_2_count,label_3_count,label_4_count,label_5_count,label_6_count,label_7_count,label_8_count,label_9_count,label_entropy,dominant_label,dominant_label_fraction,kl_to_global_label_distribution,is_iid,is_balanced,noniid_alpha,unbalanced_alpha
bayesfl_observability_v1,,46,3,48,48,0,37,1,0,0,0,1,0,7,0,2,0.7751254239840702,0,0.7708333333333334,1.531153988824562,False,False,0.1,0.5
bayesfl_observability_v1,,47,3,21,21,0,0,1,0,16,4,0,0,0,0,0,0.6680178186607534,3,0.7619047619047619,1.6176422038869243,False,False,0.1,0.5
bayesfl_observability_v1,,48,3,334,334,0,0,36,1,27,0,0,0,223,0,47,1.0064987190769517,7,0.6676646706586826,1.2541394113670787,False,False,0.1,0.5
bayesfl_observability_v1,,49,3,166,166,0,2,51,0,13,0,0,0,0,0,100,0.920597656574196,9,0.6024096385542169,1.3497719675351394,False,False,0.1,0.5
bayesfl_observability_v1,,50,4,14,14,0,0,10,0,1,1,0,0,0,0,2,0.8953326659680909,1,0.7142857142857143,1.3255516450199865,False,False,0.1,0.5
bayesfl_observability_v1,,51,4,26,26,0,0,0,11,0,11,3,0,0,0,1,1.1023452738842328,2,0.4230769230769231,1.226539569881583,False,False,0.1,0.5
bayesfl_observability_v1,,52,4,26,26,0,0,9,0,0,0,0,7,0,0,10,1.0880102622771117,9,0.38461538461538464,1.1812023456676566,False,False,0.1,0.5
bayesfl_observability_v1,,53,4,427,427,0,0,0,2,321,1,0,2,101,0,0,0.6199400754114299,3,0.7517564402810304,1.6563453455408537,False,False,0.1,0.5
bayesfl_observability_v1,,54,4,3,3,0,0,0,0,0,0,0,3,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.1,0.5
bayesfl_observability_v1,,55,4,69,69,0,3,0,21,2,1,0,38,0,4,0,1.1559825345480084,6,0.5507246376811594,1.158099049240569,False,False,0.1,0.5
bayesfl_observability_v1,,56,4,2,2,0,0,0,0,0,0,2,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.1,0.5
bayesfl_observability_v1,,57,4,236,236,0,60,3,2,152,0,6,1,12,0,0,0.995433157814133,3,0.6440677966101694,1.2955429990385827,False,False,0.1,0.5
bayesfl_observability_v1,,58,4,514,514,0,0,323,0,151,5,0,0,34,0,1,0.8886543877137418,1,0.6284046692607004,1.3317328076251618,False,False,0.1,0.5
bayesfl_observability_v1,,59,4,159,159,0,5,0,139,0,0,14,1,0,0,0,0.47213773126456937,2,0.8742138364779874,1.8460163725247734,False,False,0.1,0.5
bayesfl_observability_v1,,60,4,6,6,0,0,0,0,0,0,0,0,2,0,4,0.6365141682948128,9,0.6666666666666666,1.6573554390074312,False,False,0.1,0.5
bayesfl_observability_v1,,61,4,219,219,0,0,12,9,0,0,0,0,0,0,198,0.38144262903567916,9,0.9041095890410958,1.9227600406973597,False,False,0.1,0.5
bayesfl_observability_v1,,62,5,255,255,0,0,149,2,1,0,0,0,0,103,0,0.7398855854147172,1,0.5843137254901961,1.5046979575000918,False,False,0.1,0.5
bayesfl_observability_v1,,63,5,8,8,0,0,0,0,0,8,0,0,0,0,0,-0.0,4,1.0,2.3292713582565514,False,False,0.1,0.5
bayesfl_observability_v1,,64,5,15,15,0,0,0,0,0,0,4,1,10,0,0,0.8033149761408755,7,0.6666666666666666,1.498435876843149,False,False,0.1,0.5
bayesfl_observability_v1,,65,5,259,259,0,37,0,3,5,0,29,0,0,68,117,1.3610773181129292,9,0.4517374517374517,0.9648383655468464,False,False,0.1,0.5
bayesfl_observability_v1,,66,5,68,68,0,0,1,0,7,0,49,3,0,7,1,0.9660110351731741,5,0.7205882352941176,1.4090820076417192,False,False,0.1,0.5
bayesfl_observability_v1,,67,5,17,17,0,0,0,0,0,0,0,0,0,0,17,-0.0,9,1.0,2.311121424016332,False,False,0.1,0.5
bayesfl_observability_v1,,68,5,69,69,0,12,0,0,0,2,0,18,1,10,26,1.4664510448986239,9,0.37681159420289856,0.8489783962099641,False,False,0.1,0.5
bayesfl_observability_v1,,69,5,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.0,7,1.0,2.259365973874069,False,False,0.1,0.5
bayesfl_observability_v1,,70,5,48,48,0,2,23,22,0,1,0,0,0,0,0,0.9231677754626141,1,0.4791666666666667,1.3278616130171497,False,False,0.1,0.5
bayesfl_observability_v1,,71,5,2,2,0,0,0,0,0,0,2,0,0,0,0,-0.0,5,1.0,2.4040642619438994,False,False,0.1,0.5
bayesfl_observability_v1,,72,5,270,270,0,0,0,0,63,0,0,0,2,205,0,0.5850114854903742,8,0.7592592592592593,1.7313068426386855,False,False,0.1,0.5
bayesfl_observability_v1,,73,5,181,181,0,2,0,0,153,19,4,0,3,0,0,0.5806591790624623,3,0.8453038674033149,1.7081390410628632,False,False,0.1,0.5
bayesfl_observability_v1,,74,5,77,77,0,26,0,1,25,0,0,0,0,25,0,1.1534898214385076,0,0.33766233766233766,1.1546999842430363,False,False,0.1,0.5
bayesfl_observability_v1,,75,6,1394,1394,0,38,3,25,133,170,0,872,122,2,29,1.2609117925786006,6,0.6255380200860832,1.0481333848545875,False,False,0.1,0.5
bayesfl_observability_v1,,76,6,1036,1036,0,1035,0,0,0,0,0,0,1,0,0,0.0076666405810588475,0,0.999034749034749,2.3077806594899846,False,False,0.1,0.5
bayesfl_observability_v1,,77,6,114,114,0,95,7,0,0,0,0,0,0,0,12,0.560246206790157,0,0.8333333333333334,1.7468416333340404,False,False,0.1,0.5
bayesfl_observability_v1,,78,6,11,11,0,0,4,0,0,0,7,0,0,0,0,0.6554817739013927,5,0.6363636363636364,1.6692820093029912,False,False,0.1,0.5
bayesfl_observability_v1,,79,6,37,37,0,0,37,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.1,0.5
bayesfl_observability_v1,,80,6,141,141,0,0,3,4,0,1,10,1,0,114,8,0.7755044244857179,8,0.8085106382978723,1.553098974403993,False,False,0.1,0.5
bayesfl_observability_v1,,81,6,48,48,0,0,0,6,22,6,7,5,0,0,2,1.526223874005866,3,0.4583333333333333,0.7872639671545474,False,False,0.1,0.5
bayesfl_observability_v1,,82,6,2,2,0,2,0,0,0,0,0,0,0,0,0,-0.0,0,1.0,2.3155014849272724,False,False,0.1,0.5
bayesfl_observability_v1,,83,6,183,183,0,54,125,0,0,3,1,0,0,0,0,0.7163703465940834,1,0.6830601092896175,1.5113752911057265,False,False,0.1,0.5
bayesfl_observability_v1,,84,6,304,304,0,72,115,0,0,0,0,113,4,0,0,1.133714687294696,1,0.3782894736842105,1.1323684819948365,False,False,0.1,0.5
bayesfl_observability_v1,,85,6,101,101,0,4,0,0,0,7,9,0,0,0,81,0.7052992177089794,9,0.801980198019802,1.615535625363525,False,False,0.1,0.5
bayesfl_observability_v1,,86,6,7,7,0,6,0,0,0,0,0,0,0,1,0,0.410116318288409,0,0.8571428571428571,1.9071323795658244,False,False,0.1,0.5
bayesfl_observability_v1,,87,7,43,43,0,0,2,0,0,38,0,3,0,0,0,0.4377023180952629,4,0.8837209302325582,1.8840029267722176,False,False,0.1,0.5
bayesfl_observability_v1,,88,7,227,227,0,3,4,64,0,0,0,0,2,154,0,0.7902076087663292,8,0.6784140969162996,1.5291533326690006,False,False,0.1,0.5
bayesfl_observability_v1,,89,7,57,57,0,17,3,0,0,1,0,0,0,36,0,0.8769609959156035,8,0.631578947368421,1.4396900839655709,False,False,0.1,0.5
bayesfl_observability_v1,,90,7,141,141,0,0,0,12,0,0,0,0,128,0,1,0.33259851747627467,7,0.9078014184397163,1.931410578800812,False,False,0.1,0.5
bayesfl_observability_v1,,91,7,23,23,0,3,0,0,0,0,0,20,0,0,0,0.38721237518636065,6,0.8695652173913043,1.9290234778424857,False,False,0.1,0.5
bayesfl_observability_v1,,92,7,292,292,0,9,0,170,2,0,0,0,62,46,3,1.1235252994155807,2,0.5821917808219178,1.1782721753134522,False,False,0.1,0.5
bayesfl_observability_v1,,93,7,114,114,0,11,0,26,0,0,2,63,0,12,0,1.1983912561963983,6,0.5526315789473685,1.1190743533532796,False,False,0.1,0.5
bayesfl_observability_v1,,94,7,181,181,0,0,33,0,42,27,0,2,0,1,76,1.3759749478332663,9,0.4198895027624309,0.9081964456095792,False,False,0.1,0.5
bayesfl_observability_v1,,95,7,25,25,0,0,9,0,0,14,0,2,0,0,0,0.8945510979978213,4,0.56,1.3821042036330575,False,False,0.1,0.5
bayesfl_observability_v1,,96,7,451,451,0,20,77,0,0,0,0,57,0,297,0,0.976478358472114,8,0.6585365853658537,1.3250720199394128,False,False,0.1,0.5
bayesfl_observability_v1,,97,7,4,4,0,0,2,0,0,0,0,2,0,0,0,0.6931471805599453,1,0.5,1.5580197962672118,False,False,0.1,0.5
bayesfl_observability_v1,,98,7,866,866,0,0,0,11,146,193,0,35,481,0,0,1.14643460798294,7,0.5554272517321016,1.1350968930507688,False,False,0.1,0.5
bayesfl_observability_v1,,99,7,20,20,0,0,1,0,16,0,3,0,0,0,0,0.6128694524619496,3,0.8,1.681828938853387,False,False,0.1,0.5
bayesfl_observability_v1,,100,8,11,11,0,0,0,9,0,0,0,1,0,1,0,0.6001660731596457,2,0.8181818181818182,1.7117035045711888,False,False,0.1,0.5
bayesfl_observability_v1,,101,8,1163,1163,0,53,0,0,0,51,0,3,427,282,347,1.3655297072495858,7,0.36715391229578676,0.9316261638098886,False,False,0.1,0.5
bayesfl_observability_v1,,102,8,8,8,0,0,0,0,1,0,5,0,0,1,1,1.0735428464085233,5,0.625,1.2939773289156493,False,False,0.1,0.5
bayesfl_observability_v1,,103,8,37,37,0,0,20,0,0,0,0,0,14,2,1,0.95557352218981,1,0.5405405405405406,1.2692229080072153,False,False,0.1,0.5
bayesfl_observability_v1,,104,8,15,15,0,0,2,0,0,0,0,6,0,3,4,1.3095258353040693,6,0.4,0.9903230688691502,False,False,0.1,0.5
bayesfl_observability_v1,,105,8,458,458,0,54,181,77,0,0,0,41,6,99,0,1.5226552204244723,1,0.3951965065502183,0.7426563375743231,False,False,0.1,0.5
bayesfl_observability_v1,,106,8,776,776,0,0,1,0,0,0,0,89,122,559,5,0.8165958843333622,8,0.720360824742268,1.4987922765808088,False,False,0.1,0.5
bayesfl_observability_v1,,107,8,2,2,0,0,0,0,0,0,0,0,0,0,2,-0.0,9,1.0,2.311121424016332,False,False,0.1,0.5
bayesfl_observability_v1,,108,8,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.0,6,1.0,2.3163460082440825,False,False,0.1,0.5
bayesfl_observability_v1,,109,8,31,31,0,0,3,8,0,0,0,20,0,0,0,0.8583093118876355,6,0.6451612903225806,1.4436829998723784,False,False,0.1,0.5
bayesfl_observability_v1,,110,8,64,64,0,0,63,0,0,1,0,0,0,0,0,0.08048483706800685,1,0.984375,2.1077419116679486,False,False,0.1,0.5
bayesfl_observability_v1,,111,8,115,115,0,0,0,0,34,12,36,0,0,0,33,1.3179184853439518,5,0.3130434782608696,1.015282595513532,False,False,0.1,0.5
bayesfl_observability_v1,,112,9,58,58,0,0,0,0,2,37,0,0,0,19,0,0.7684671875616165,4,0.6379310344827587,1.5586349016673413,False,False,0.1,0.5
bayesfl_observability_v1,,113,9,2,2,0,0,0,0,0,0,0,0,0,2,0,-0.0,8,1.0,2.3277319754160017,False,False,0.1,0.5
bayesfl_observability_v1,,114,9,124,124,0,1,0,120,0,0,0,0,1,2,0,0.17604524709725128,2,0.967741935483871,2.1334990783975436,False,False,0.1,0.5
bayesfl_observability_v1,,115,9,527,527,0,0,0,9,0,391,4,0,0,123,0,0.6676113069747761,4,0.7419354838709677,1.6615326749486288,False,False,0.1,0.5
bayesfl_observability_v1,,116,9,227,227,0,0,0,0,119,0,0,26,0,0,82,0.9545659472413177,3,0.5242290748898678,1.3413563853720292,False,False,0.1,0.5
bayesfl_observability_v1,,117,9,8,8,0,0,0,6,0,0,0,0,0,2,0,0.5623351446188083,2,0.75,1.7518051301834499,False,False,0.1,0.5
bayesfl_observability_v1,,118,9,18,18,0,11,1,0,0,0,0,0,6,0,0,0.8277381569989198,0,0.6111111111111112,1.4618562942707825,False,False,0.1,0.5
bayesfl_observability_v1,,119,9,936,936,0,0,45,0,0,521,329,0,0,0,41,0.9765459908687751,4,0.5566239316239316,1.371331098617695,False,False,0.1,0.5
bayesfl_observability_v1,,120,9,950,950,0,0,259,6,23,582,68,0,10,0,2,1.0262410776633744,4,0.6126315789473684,1.2672530622969025,False,False,0.1,0.5
bayesfl_observability_v1,,121,9,222,222,0,0,0,0,0,205,0,0,11,0,6,0.3200447217843331,4,0.9234234234234234,2.005272317401729,False,False,0.1,0.5
bayesfl_observability_v1,,122,9,9,9,0,0,0,0,0,4,0,0,0,1,4,0.9649629230074277,4,0.4444444444444444,1.3560707552711873,False,False,0.1,0.5
bayesfl_observability_v1,,123,9,379,379,0,121,64,0,5,8,0,5,124,0,52,1.498568731965637,7,0.32717678100263853,0.7759416568633053,False,False,0.1,0.5
bayesfl_observability_v1,,124,9,6,6,0,0,0,0,0,6,0,0,0,0,0,-0.0,4,1.0,2.3292713582565514,False,False,0.1,0.5
bayesfl_observability_v1,,125,10,4,4,0,0,0,1,0,0,3,0,0,0,0,0.5623351446188083,5,0.75,1.818115478821869,False,False,0.1,0.5
bayesfl_observability_v1,,126,10,316,316,0,0,106,9,198,0,2,0,0,0,1,0.8109234426674724,3,0.6265822784810127,1.4398861295926373,False,False,0.1,0.5
bayesfl_observability_v1,,127,10,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.0,8,1.0,2.3277319754160017,False,False,0.1,0.5
bayesfl_observability_v1,,128,10,69,69,0,0,0,5,0,0,0,8,49,7,0,0.9152182792868668,7,0.7101449275362319,1.361330606993555,False,False,0.1,0.5
bayesfl_observability_v1,,129,10,7,7,0,0,0,7,0,0,0,0,0,0,0,-0.0,2,1.0,2.3096097079310103,False,False,0.1,0.5
bayesfl_observability_v1,,130,10,1215,1215,0,0,36,191,0,0,0,6,0,2,980,0.6052736126066325,9,0.8065843621399177,1.7019556514146783,False,False,0.1,0.5
bayesfl_observability_v1,,131,10,49,49,0,38,0,1,5,5,0,0,0,0,0,0.742378396193409,0,0.7755102040816326,1.5708860200036903,False,False,0.1,0.5
bayesfl_observability_v1,,132,10,423,423,0,59,92,0,264,0,0,4,0,4,0,0.9889320457164062,3,0.624113475177305,1.276983504145674,False,False,0.1,0.5
bayesfl_observability_v1,,133,10,122,122,0,0,87,0,5,21,0,9,0,0,0,0.8672080260993454,1,0.7131147540983607,1.3569534273062465,False,False,0.1,0.5
bayesfl_observability_v1,,134,10,362,362,0,0,42,1,1,0,0,1,0,317,0,0.4149757414196952,8,0.8756906077348067,1.8961001489773186,False,False,0.1,0.5
bayesfl_observability_v1,,135,10,2,2,0,0,0,2,0,0,0,0,0,0,0,-0.0,2,1.0,2.3096097079310103,False,False,0.1,0.5
bayesfl_observability_v1,,136,10,153,153,0,0,0,143,0,0,3,0,7,0,0,0.2813922348789828,2,0.934640522875817,2.0277707902000017,False,False,0.1,0.5
bayesfl_observability_v1,,137,11,190,190,0,0,0,68,0,0,0,1,0,0,121,0.6827231249542707,9,0.6368421052631579,1.62788476164325,False,False,0.1,0.5
bayesfl_observability_v1,,138,11,71,71,0,21,1,0,17,0,0,31,1,0,0,1.1844657730950183,6,0.43661971830985913,1.1205255670011776,False,False,0.1,0.5
bayesfl_observability_v1,,139,11,404,404,0,0,0,288,85,0,4,0,0,16,11,0.8409163134019236,2,0.7128712871287128,1.4643652933933091,False,False,0.1,0.5
bayesfl_observability_v1,,140,11,4,4,0,0,0,3,0,1,0,0,0,0,0,0.5623351446188083,2,0.75,1.7521899758935873,False,False,0.1,0.5
bayesfl_observability_v1,,141,11,33,33,0,1,1,2,6,9,0,0,13,0,1,1.5190465305721117,7,0.3939393939393939,0.7674065092926465,False,False,0.1,0.5
bayesfl_observability_v1,,142,11,1449,1449,0,0,0,0,0,124,1,44,579,0,701,1.0393456977703441,9,0.48378191856452724,1.2528709717652187,False,False,0.1,0.5
bayesfl_observability_v1,,143,11,65,65,0,0,3,0,0,0,0,9,0,53,0,0.5821360471219024,8,0.8153846153846154,1.7374773776084904,False,False,0.1,0.5
bayesfl_observability_v1,,144,11,34,34,0,0,0,4,1,0,0,0,0,10,19,1.0406143781872677,9,0.5588235294117647,1.27432833756673,False,False,0.1,0.5
bayesfl_observability_v1,,145,11,22,22,0,0,0,0,0,0,4,0,14,4,0,0.9075352941050092,7,0.6363636363636364,1.3905696415166529,False,False,0.1,0.5
bayesfl_observability_v1,,146,11,18,18,0,1,0,1,0,1,0,4,11,0,0,1.1169258998260736,7,0.6111111111111112,1.1648958944353667,False,False,0.1,0.5
bayesfl_observability_v1,,147,11,15,15,0,0,0,1,0,0,0,0,7,0,7,0.8918673953172509,7,0.4666666666666667,1.3950007042270034,False,False,0.1,0.5
bayesfl_observability_v1,,148,11,158,158,0,0,2,0,95,3,0,58,0,0,0,0.8043283840341318,3,0.6012658227848101,1.4893525926791222,False,False,0.1,0.5
bayesfl_observability_v1,,149,11,370,370,0,3,0,3,3,0,0,0,356,0,5,0.21239478849365837,7,0.9621621621621622,2.0487084209067463,False,False,0.1,0.5
bayesfl_observability_v1,,150,12,13,13,0,0,13,0,0,0,0,0,0,0,0,-0.0,1,1.0,2.185987945410232,False,False,0.1,0.5
bayesfl_observability_v1,,151,12,233,233,0,8,0,0,0,0,225,0,0,0,0,0.14950144571405588,5,0.9656652360515021,2.251522034186354,False,False,0.1,0.5
bayesfl_observability_v1,,152,12,252,252,0,5,1,4,0,24,167,0,0,27,24,1.1253357822770327,5,0.6626984126984127,1.2504533290609954,False,False,0.1,0.5
bayesfl_observability_v1,,153,12,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.0,7,1.0,2.259365973874069,False,False,0.1,0.5
bayesfl_observability_v1,,154,12,5,5,0,1,0,0,0,0,1,0,0,3,0,0.9502705392332347,8,0.6,1.3902817953906008,False,False,0.1,0.5
bayesfl_observability_v1,,155,12,7,7,0,0,0,6,0,1,0,0,0,0,0,0.410116318288409,2,0.8571428571428571,1.9023021968319642,False,False,0.1,0.5
bayesfl_observability_v1,,156,12,33,33,0,0,17,0,16,0,0,0,0,0,0,0.6926879734424749,1,0.5151515151515151,1.5393599710132444,False,False,0.1,0.5
bayesfl_observability_v1,,157,12,1289,1289,0,13,0,862,0,0,394,20,0,0,0,0.7423673181497622,2,0.6687354538401862,1.5962776212694494,False,False,0.1,0.5
bayesfl_observability_v1,,158,12,111,111,0,15,0,0,0,0,0,0,0,62,34,0.9581847713458628,8,0.5585585585585585,1.3628065184402316,False,False,0.1,0.5
bayesfl_observability_v1,,159,12,853,853,0,14,78,0,0,117,0,1,0,0,643,0.779620627031505,9,0.753810082063306,1.5226258572565863,False,False,0.1,0.5
bayesfl_observability_v1,,160,12,421,421,0,209,45,0,16,0,0,139,12,0,0,1.1782151454192733,0,0.49643705463182897,1.120809894534982,False,False,0.1,0.5
bayesfl_observability_v1,,161,12,580,580,0,36,0,0,0,512,0,0,0,26,6,0.46907990249119813,4,0.8827586206896552,1.8590800092150952,False,False,0.1,0.5
bayesfl_observability_v1,,162,13,1,1,0,1,0,0,0,0,0,0,0,0,0,-0.0,0,1.0,2.3155014849272724,False,False,0.1,0.5
bayesfl_observability_v1,,163,13,167,167,0,65,99,0,3,0,0,0,0,0,0,0.7494436652757661,1,0.592814371257485,1.488660305959026,False,False,0.1,0.5
bayesfl_observability_v1,,164,13,68,68,0,0,8,0,0,0,2,0,18,0,40,1.019453344863651,9,0.5882352941176471,1.2659801342180577,False,False,0.1,0.5
bayesfl_observability_v1,,165,13,40,40,0,36,3,0,0,0,1,0,0,0,0,0.38131648785332906,0,0.9,1.926685551035581,False,False,0.1,0.5
