schema_version,run_id,round,method,physical_client_id,virtual_client_id,num_examples,sparse_comm_enabled,sparse_metric,sparse_ratio,sparse_warmup_rounds,sparse_num_params_total,sparse_num_params_sent,sparse_compression_ratio,sparse_threshold,sparse_score_mean,sparse_score_p50,sparse_score_p90,sparse_sent_update_l2,sparse_dropped_update_l2,sparse_sent_update_fraction_l2,update_l2_norm,label_entropy,kl_to_global_label_distribution,local_epochs,batch_size,train_loss,task_loss,prior_loss,prior_loss_raw,regularization_loss,regularization_loss_raw,accuracy_local_train_estimate,loss_local_train_estimate,num_batches,num_examples_seen,ola_fisher_mean,ola_fisher_std,ola_fisher_p50,ola_fisher_p90,ola_fisher_max,update_linf_norm,update_cosine_to_global,drift_from_global_before_l2,ola_task_loss,ola_prior_loss,ola_prior_loss_raw,ola_regularization_loss_raw,ola_precision_mean,ola_precision_std,ola_precision_min,ola_precision_p10,ola_precision_p25,ola_precision_p50,ola_precision_p75,ola_precision_p90,ola_precision_p95,ola_precision_max,ola_sigma_mean,ola_sigma_std,ola_sigma_min,ola_sigma_p10,ola_sigma_p25,ola_sigma_p50,ola_sigma_p75,ola_sigma_p90,ola_sigma_p95,ola_sigma_max,ola_snr_raw_mean,ola_snr_raw_std,ola_snr_raw_min,ola_snr_raw_p10,ola_snr_raw_p25,ola_snr_raw_p50,ola_snr_raw_p75,ola_snr_raw_p90,ola_snr_raw_p95,ola_snr_raw_max,num_examples_train
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,263,21,237,1,precision_update,0.1,0,159010,15901,0.1,0.0021527961030982645,0.0009108071207554009,0.0005072471018918723,0.0021527808046097885,0.6212418550990358,0.2907799719297922,0.9056981123390061,0.6859259687476336,0.7768433258123565,1.5365177254738465,1,32,0.9859303507623793,0.9859296752430718,6.754171816566883e-07,0.10739808627070253,6.754171816566883e-07,0.10739808627070253,0.6708860759493671,0.9859296752430718,8,237.0,5.611333615345478e-05,0.0007160446917856248,8.446117135463282e-06,8.908989402698366e-05,0.13492617011070251,0.09220251441001892,0.9966816899628982,0.6859259687476336,0.9859296752430718,6.754171816566883e-07,0.10739808627070253,0.10739808627070253,1.0000561134424324,0.0007160447313335342,1.0,1.000001072883606,1.0000028610229492,1.000008463859558,1.0000277757644653,1.0000890493392944,1.0001834630966187,1.134926199913025,0.9999721265088072,0.00034239614748096306,0.9386770129203796,0.9999554753303528,0.9999861121177673,0.999995768070221,0.9999985694885254,0.999999463558197,0.9999997615814209,1.0,0.018166206013851518,0.010793676364565472,3.296684095553911e-07,0.0036484408424156973,0.00906308647863921,0.017994090473595216,0.02701646714255449,0.032374732323052324,0.034252642089420145,0.16982493191189363,237
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,267,21,340,1,precision_update,0.1,0,159010,15901,0.1,0.0026945842650132334,0.0011900971919127173,0.0007191710780917182,0.0026944966799604237,0.7365278383630322,0.39944617411367456,0.8790451361121829,0.837872605291382,0.49629795412582844,1.8891532045272958,1,32,0.6970144841600867,0.6970133138053557,1.1727584318150012e-06,0.18648031809750726,1.1727584318150012e-06,0.18648031809750726,0.8058823529411765,0.6970133138053557,11,340.0,5.566153661667361e-05,0.0006650865393999986,1.0278155059495475e-05,8.648453294881634e-05,0.09747570008039474,0.08608663082122803,0.9950652051293316,0.837872605291382,0.6970133138053557,1.1727584318150012e-06,0.18648031809750726,0.18648031809750726,1.0000556618475658,0.0006650863710560061,1.0,1.0000009536743164,1.0000032186508179,1.0000102519989014,1.0000344514846802,1.0000864386558532,1.0001765489578247,1.0974756479263306,0.9999723296421563,0.0003224384041641959,0.9545584917068481,0.9999567806720734,0.9999827742576599,0.9999948740005493,0.9999983906745911,0.9999995231628418,0.9999997615814209,1.0,0.018184217674018698,0.010848737818900797,2.258513999130275e-07,0.003652003362658561,0.009076131195267245,0.01799867917338853,0.02701767656452153,0.03238927368579475,0.03434130801505761,0.13958196507048767,340
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,180,14,9,1,precision_update,0.1,0,159010,15901,0.1,0.001162974556263574,0.0005404868327898519,0.00032008296653185386,0.0011628184439305145,0.3600253877755219,0.17233441401459548,0.901989497285163,0.39914587571045773,-0.0,2.3096097079310103,1,32,2.2085556983947754,2.2085556983947754,0.0,0.0,0.0,0.0,0.2222222222222222,2.2085556983947754,1,9.0,0.0004007733431556041,0.005988656098707186,4.097790406376589e-05,0.0005402742594014863,0.7903556227684021,0.04445097595453262,0.9988688972014305,0.39914587571045773,2.2085556983947754,0.0,0.0,0.0,1.0004007737349132,0.005988656186322646,1.0,1.000000238418579,1.000005841255188,1.0000410079956055,1.000158667564392,1.000540268421173,1.0013220310211182,1.7903556823730469,0.9998095297931867,0.0022832246100435564,0.7473608255386353,0.999729984998703,0.999920666217804,0.9999794960021973,0.999997079372406,0.9999998807907104,1.0,1.0,0.018132514291393762,0.010711561155658442,1.5625220564536556e-07,0.0036256811638887597,0.009065869614880474,0.017987802212913462,0.0270037774084104,0.03233756780097122,0.03418529568316086,0.11127846691470816,9
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,183,14,20,1,precision_update,0.1,0,159010,15901,0.1,0.0006866063186573568,0.00031168313033019584,0.00018956040578821387,0.0006866063186573568,0.19532802386573678,0.10139712868298366,0.887539169545912,0.2200782011296151,1.3727655308924485,0.9483462981176023,1,32,2.29292631149292,2.29292631149292,0.0,0.0,0.0,0.0,0.1,2.29292631149292,1,20.0,0.00012183991655110111,0.0013539693737802286,1.4372927580552641e-05,0.00018850025662686676,0.210249662399292,0.022926494479179382,0.9996556009337221,0.2200782011296151,2.29292631149292,0.0,0.0,0.0,1.0001218417119504,0.0013539694431856002,1.0,1.000000238418579,1.0000015497207642,1.0000144243240356,1.000062346458435,1.0001884698867798,1.0004030466079712,1.210249662399292,0.9999397110233561,0.0006244095660784538,0.908997118473053,0.9999057650566101,0.9999688267707825,0.9999927878379822,0.9999992251396179,0.9999998807907104,1.0,1.0,0.01811973710314104,0.010680355615982228,4.9638436031086755e-08,0.003646777502254931,0.009078672825213324,0.017982379548092012,0.026987555535900844,0.032329839142640926,0.034159044321558446,0.09280329406484567,20
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,30,2,2,1,precision_update,0.1,0,159010,15901,0.1,0.0009938545193755033,0.0005079961825833871,0.00030903439742147043,0.0009938545193755033,0.3718879927032415,0.14967005331572092,0.9276876613686633,0.4008762951040837,0.6931471805599453,1.6262933525338354,1,32,2.342360019683838,2.342360019683838,0.0,0.0,0.0,0.0,0.0,2.342360019683838,1,2.0,0.00040425582551514627,0.0031134083912522617,3.8198028050828725e-05,0.00039478656253777444,0.40459591150283813,0.031803928315639496,0.99885861308055,0.4008762951040837,2.342360019683838,0.0,0.0,0.0,1.0004042565016678,0.00311340810514033,1.0,1.0,1.0,1.0000381469726562,1.0001479387283325,1.0003948211669922,1.00197172164917,1.4045958518981934,0.9998011520554244,0.0014002897876402838,0.843770444393158,0.9998026490211487,0.9999260306358337,0.9999809265136719,1.0,1.0,1.0,1.0,0.01812956879717762,0.010703123307980672,3.2326275614141855e-07,0.003639165079283715,0.009055271429809279,0.017989605452112405,0.02700211123003092,0.032342197036835794,0.034194934967792315,0.08799952433341733,2
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,163,13,167,1,precision_update,0.1,0,159010,15901,0.1,0.0022051631004401107,0.0009983573197020932,0.0006007067127056231,0.0022050523622173697,0.6406223632263591,0.3296042098114725,0.8892080312891397,0.7204414947732865,0.7494436652757661,1.488660305959026,1,32,0.9370050477588961,0.9370043812219254,6.585464416820107e-07,0.10471546926541243,6.585464416820107e-07,0.10471546926541243,0.7964071856287425,0.9370043812219254,6,167.0,6.243953756220313e-05,0.0007601239095766985,1.0810425010276958e-05,0.00010097327831317671,0.09470981359481812,0.07638640701770782,0.9963414826178659,0.7204414947732865,0.9370043812219254,6.585464416820107e-07,0.10471546926541243,0.10471546926541243,1.0000624396899804,0.0007601240046813197,1.0,1.0000005960464478,1.0000029802322388,1.0000108480453491,1.000032901763916,1.0001009702682495,1.0001837015151978,1.094709873199463,0.9999689875702522,0.0003646139179638232,0.955763578414917,0.9999495148658752,0.999983549118042,0.9999945759773254,0.9999985098838806,0.9999997019767761,0.9999998807907104,1.0,0.018173548503613985,0.010798408062038243,6.533412279265227e-08,0.0036603080597889244,0.009090641314219257,0.018014277056913358,0.02701959588721985,0.03236140153291069,0.03428414704767377,0.1469265266872497,167
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,171,13,720,1,precision_update,0.1,0,159010,15901,0.1,0.002812546957336459,0.0012455202078853864,0.000642426814146918,0.00281233242613116,0.8793502966168769,0.3911173457170153,0.9136977549819456,0.9624082929198535,0.8947993234419066,1.3755222828587679,1,32,0.5579132166173723,0.5579114218552907,1.7946723403383657e-06,0.2853708485762278,1.7946723403383657e-06,0.2853708485762278,0.8472222222222222,0.5579114218552907,23,720.0,3.3577804608819805e-05,0.00044756566275170847,5.628743565466721e-06,4.792045765498194e-05,0.04299522936344147,0.08996443450450897,0.9935144445644366,0.9624082929198535,0.5579114218552907,1.7946723403383657e-06,0.2853708485762278,0.2853708485762278,1.000033577224997,0.0004475657174809929,1.0,1.0000004768371582,1.0000017881393433,1.0000056028366089,1.0000181198120117,1.0000479221343994,1.0001042544841767,1.0429952144622803,0.9999832847190948,0.00021933593646587221,0.9791716933250427,0.9999760389328003,0.9999909400939941,0.9999971985816956,0.9999991059303284,0.9999997615814209,0.9999998807907104,1.0,0.01820820375416982,0.01090045497986118,1.6410141964267863e-07,0.0036247007556664173,0.0090776847897822,0.01800210131848811,0.027006901945024288,0.03244584627421478,0.034394723428778126,0.14016041604416055,720
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,237,19,39,1,precision_update,0.1,0,159010,15901,0.1,0.001401956822995487,0.0006118063700724469,0.00035981849916649766,0.0014018878821500551,0.38524215641573145,0.19908268077580354,0.8883874406307217,0.43364205615313967,1.3898628753106193,0.9179151593699346,1,32,2.197883758789454,2.1978837373929148,2.4938952874319323e-08,0.003965542962153752,2.4938952874319323e-08,0.003965542962153752,0.23076923076923078,2.1978837373929148,2,39.0,0.0001610276501202252,0.0017143570921329826,2.4749020667513832e-05,0.000273702180129476,0.2667100727558136,0.051437877118587494,0.9986653757904004,0.43364205615313967,2.1978837373929148,2.4938952874319323e-08,0.003965542962153752,0.003965542962153752,1.0001610275109858,0.0017143570515282937,1.0,1.0000017881393433,1.000006079673767,1.0000247955322266,1.0000792741775513,1.0002737045288086,1.0005883634090424,1.2667100429534912,0.999920485078685,0.0007800972851940011,0.8885080814361572,0.9998631477355957,0.9999603629112244,0.9999876022338867,0.9999969601631165,0.9999991059303284,0.9999995827674866,1.0,0.01813247061220064,0.010710956978323248,1.184201041381069e-07,0.0036275804300577885,0.009064886758034818,0.017996249727927467,0.02700145226047524,0.03233182381112807,0.03419786552974804,0.1150702399296953,39
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,151,12,233,1,precision_update,0.1,0,159010,15901,0.1,0.0020993270089193494,0.0008932426403199793,0.0005265293178130515,0.0020993270089193494,0.5545348488326839,0.3035864689725027,0.8771544873406033,0.6321974712960173,0.14950144571405588,2.251522034186354,1,32,0.6573109747002565,0.6573101583980184,8.241553808659075e-07,0.13104894929945213,8.241553808659075e-07,0.13104894929945213,0.8454935622317596,0.6573101583980184,8,233.0,6.051753433958751e-05,0.0007979474301068182,8.20265586298774e-06,9.77772324404214e-05,0.1351109743118286,0.08788008987903595,0.9971745558053174,0.6321974712960173,0.6573101583980184,8.241553808659075e-07,0.13104894929945213,0.13104894929945213,1.000060516297836,0.0007979472637912696,1.0,1.0000005960464478,1.000002145767212,1.000008225440979,1.0000370740890503,1.0000977516174316,1.0002027750015259,1.1351109743118286,0.9999699692524917,0.00038127634721037455,0.9386005997657776,0.9999511241912842,0.9999814629554749,0.9999958872795105,0.999998927116394,0.9999997019767761,0.9999998807907104,1.0,0.018155861600779463,0.010762594621232462,2.40460536961527e-07,0.003647524930064835,0.009088431495402883,0.018007076104424646,0.02698694435234153,0.032356030141031285,0.03423555381103389,0.14386588836472394,233
bayesfl_observability_v1,ola_sparse_bayesian_keep10,1,ola,24,1,30,1,precision_update,0.1,0,159010,15901,0.1,0.0007938394797339932,0.0003414305666848102,0.00017801339092447278,0.0007938361261282001,0.22597025915143185,0.10700049592062785,0.9037967043903922,0.25002332720813364,1.3110298871791874,1.0210991742953581,1,32,2.421508550643921,2.421508550643921,0.0,0.0,0.0,0.0,0.03333333333333333,2.421508550643921,1,30.0,0.00015725214962393488,0.0016034605347582406,1.2675249763560714e-05,0.0002519429312087596,0.21792171895503998,0.023341044783592224,0.9995554433206318,0.25002332720813364,2.421508550643921,0.0,0.0,0.0,1.000157252842282,0.0016034604545124831,1.0,1.0000004768371582,1.0000025033950806,1.0000126361846924,1.0000669956207275,1.0002518892288208,1.0005918204784394,1.2179217338562012,0.9999222661049049,0.0007426122419542394,0.9061295986175537,0.9998740553855896,0.9999665021896362,0.9999936819076538,0.9999987483024597,0.9999997615814209,0.9999999403953552,1.0,0.018120140977583007,0.01067833075496773,3.1138211677343424e-08,0.0036556433437730015,0.00907746980980141,0.01797760562690133,0.026994003183934787,0.032328138207744994,0.034152883620073106,0.09101657669811195,30
