epoch,valid_mean_error,test_mean_error,valid_mc_error,test_mc_error,train_loss,train_kl_raw_first_batch,train_nll_first_batch,snr_q50_db,snr_q75_db
68,0.058499999999999996,0.0514,0.058699999999999974,0.05249999999999999,2558.4492992976734,9916392.0,16.370939254760742,-15.141164779663086,-9.084153175354004
69,0.05730000000000002,0.05130000000000001,0.05720000000000003,0.052100000000000035,2557.7152215123515,9910624.0,27.50485610961914,-15.189620018005371,-9.163785934448242
70,0.05710000000000004,0.05149999999999999,0.057599999999999985,0.05130000000000001,2557.033687035445,9902593.0,28.90726661682129,-15.232248306274414,-9.247920036315918
71,0.05679999999999996,0.050899999999999945,0.05700000000000005,0.0504,2556.20869402873,9907598.0,28.929439544677734,-15.285852432250977,-9.329631805419922
72,0.05700000000000005,0.05069999999999997,0.05679999999999996,0.05130000000000001,2555.485443349386,9903948.0,20.039249420166016,-15.335695266723633,-9.400036811828613
73,0.056599999999999984,0.051000000000000045,0.05620000000000003,0.050899999999999945,2554.621239859734,9896044.0,26.221038818359375,-15.388223648071289,-9.473148345947266
74,0.05579999999999996,0.049799999999999955,0.05579999999999996,0.050799999999999956,2553.769167224464,9908342.0,15.938305854797363,-15.433414459228516,-9.548477172851562
75,0.05579999999999996,0.04949999999999999,0.056400000000000006,0.04959999999999998,2553.18907723585,9898693.0,23.194692611694336,-15.47651195526123,-9.61422061920166
76,0.055499999999999994,0.049699999999999966,0.05479999999999996,0.050000000000000044,2552.457470203601,9895837.0,29.233448028564453,-15.522072792053223,-9.68198013305664
77,0.05449999999999999,0.049000000000000044,0.055400000000000005,0.049799999999999955,2551.8176875199792,9889565.0,21.231616973876953,-15.55850601196289,-9.739928245544434
78,0.05500000000000005,0.04949999999999999,0.05479999999999996,0.0494,2551.055442400294,9887694.0,15.362103462219238,-15.610105514526367,-9.804784774780273
79,0.05469999999999997,0.04800000000000004,0.05520000000000003,0.04800000000000004,2550.4396092251436,9888704.0,25.231935501098633,-15.647636413574219,-9.864330291748047
80,0.05389999999999995,0.04749999999999999,0.053300000000000014,0.048799999999999955,2549.7406439817773,9887286.0,15.114760398864746,-15.683050155639648,-9.921740531921387
81,0.05369999999999997,0.04730000000000001,0.05300000000000005,0.04749999999999999,2549.089904941257,9887475.0,14.979022979736328,-15.718852043151855,-9.978288650512695
82,0.05400000000000005,0.04690000000000005,0.05269999999999997,0.04810000000000003,2548.5026605708535,9883493.0,17.210430145263672,-15.757232666015625,-10.039905548095703
83,0.053200000000000025,0.046599999999999975,0.053300000000000014,0.04730000000000001,2547.878015230379,9886847.0,20.471920013427734,-15.79572582244873,-10.093194961547852
84,0.05349999999999999,0.04679999999999995,0.05369999999999997,0.045399999999999996,2547.2692714993627,9883962.0,14.668641090393066,-15.836219787597656,-10.142293930053711
85,0.05259999999999998,0.04590000000000005,0.05279999999999996,0.04620000000000002,2546.7380533437886,9876162.0,17.864009857177734,-15.868148803710938,-10.197467803955078
86,0.05130000000000001,0.04630000000000001,0.05169999999999997,0.04690000000000005,2546.140447670237,9879256.0,16.202224731445312,-15.900723457336426,-10.250650405883789
87,0.050899999999999945,0.04459999999999997,0.051899999999999946,0.045399999999999996,2545.624331891387,9875583.0,28.744924545288086,-15.93567180633545,-10.298871994018555
88,0.052200000000000024,0.044399999999999995,0.05149999999999999,0.04579999999999995,2545.0470941646026,9872492.0,9.712807655334473,-15.956780433654785,-10.348579406738281
89,0.05069999999999997,0.04379999999999995,0.05069999999999997,0.04459999999999997,2544.4238687110374,9869706.0,21.7606201171875,-15.986824035644531,-10.386330604553223
90,0.050799999999999956,0.04410000000000003,0.05059999999999998,0.044499999999999984,2543.96638726822,9869312.0,18.872819900512695,-16.015026092529297,-10.434196472167969
91,0.05120000000000002,0.04420000000000002,0.05169999999999997,0.04459999999999997,2543.447709573809,9871999.0,13.359798431396484,-16.044723510742188,-10.474275588989258
92,0.049799999999999955,0.043300000000000005,0.05059999999999998,0.04400000000000004,2542.991656135109,9867457.0,14.356086730957031,-16.081295013427734,-10.51118278503418
93,0.05120000000000002,0.04420000000000002,0.0514,0.04410000000000003,2542.386927299793,9863934.0,26.541786193847656,-16.113248825073242,-10.548495292663574
94,0.04930000000000001,0.04310000000000003,0.050000000000000044,0.044399999999999995,2542.018188164366,9864100.0,11.709667205810547,-16.1312255859375,-10.59480094909668
95,0.0494,0.04390000000000005,0.049699999999999966,0.043200000000000016,2541.373552015066,9866057.0,22.243595123291016,-16.153430938720703,-10.630904197692871
96,0.049699999999999966,0.044399999999999995,0.04930000000000001,0.04420000000000002,2540.9358896709173,9858717.0,11.96638298034668,-16.191856384277344,-10.67165756225586
97,0.04749999999999999,0.04200000000000004,0.04859999999999998,0.04239999999999999,2540.516821975902,9857462.0,21.971294403076172,-16.212480545043945,-10.709409713745117
98,0.04859999999999998,0.04179999999999995,0.04849999999999999,0.04190000000000005,2539.9396829044126,9864615.0,19.260154724121094,-16.245887756347656,-10.745240211486816
99,0.04720000000000002,0.042200000000000015,0.04730000000000001,0.04310000000000003,2539.478629265903,9859979.0,24.3369140625,-16.264131546020508,-10.780129432678223
100,0.0474,0.04159999999999997,0.047699999999999965,0.04159999999999997,2539.044997427469,9859106.0,15.303703308105469,-16.291271209716797,-10.817258834838867
101,0.04720000000000002,0.04249999999999998,0.047699999999999965,0.04190000000000005,2538.675913622919,9854895.0,8.35252571105957,-16.323352813720703,-10.848764419555664
102,0.0474,0.04259999999999997,0.0464,0.04269999999999996,2538.193447415484,9851832.0,17.38998794555664,-16.343931198120117,-10.880456924438477
103,0.0464,0.042200000000000015,0.04720000000000002,0.04179999999999995,2537.7400664112442,9853869.0,19.67184829711914,-16.36738395690918,-10.914471626281738
104,0.04700000000000004,0.04069999999999996,0.046599999999999975,0.0413,2537.3593044427325,9851267.0,18.350770950317383,-16.38705825805664,-10.944517135620117
105,0.046699999999999964,0.04139999999999999,0.046699999999999964,0.041100000000000025,2536.929266029609,9848951.0,21.82366943359375,-16.407926559448242,-10.975903511047363
106,0.04620000000000002,0.0403,0.046699999999999964,0.04069999999999996,2536.477828159966,9851495.0,25.015226364135742,-16.420490264892578,-11.008203506469727
107,0.04579999999999995,0.04079999999999995,0.04590000000000005,0.0403,2536.0006406349885,9854491.0,20.695514678955078,-16.45470428466797,-11.040311813354492
108,0.04459999999999997,0.04039999999999999,0.04569999999999996,0.040000000000000036,2535.688254900296,9845465.0,14.205144882202148,-16.469383239746094,-11.074857711791992
109,0.04469999999999996,0.03990000000000005,0.04520000000000002,0.03969999999999996,2535.267523802148,9846019.0,18.440074920654297,-16.486656188964844,-11.101447105407715
110,0.04420000000000002,0.0403,0.044499999999999984,0.041000000000000036,2534.879933388948,9840464.0,32.511409759521484,-16.50736427307129,-11.123282432556152
111,0.04530000000000001,0.03949999999999998,0.04500000000000004,0.03859999999999997,2534.4214023287655,9844661.0,16.265535354614258,-16.523273468017578,-11.153379440307617
112,0.04359999999999997,0.03959999999999997,0.04479999999999995,0.03810000000000002,2534.1944533248056,9843359.0,15.828082084655762,-16.54227638244629,-11.184804916381836
113,0.044399999999999995,0.040000000000000036,0.04469999999999996,0.03959999999999997,2533.793711786687,9840364.0,15.36865234375,-16.560142517089844,-11.202227592468262
114,0.044399999999999995,0.038000000000000034,0.044300000000000006,0.037699999999999956,2533.3314811530936,9843896.0,9.755634307861328,-16.58413314819336,-11.231060028076172
115,0.04420000000000002,0.0393,0.04510000000000003,0.03849999999999998,2533.038575467551,9841869.0,13.342998504638672,-16.611387252807617,-11.251721382141113
116,0.04279999999999995,0.037900000000000045,0.04400000000000004,0.038799999999999946,2532.777034671716,9844534.0,15.848136901855469,-16.616697311401367,-11.282855033874512
117,0.04300000000000004,0.03939999999999999,0.04369999999999996,0.03849999999999998,2532.4108574518464,9843440.0,16.911819458007812,-16.63440704345703,-11.301985740661621
118,0.04310000000000003,0.038000000000000034,0.04359999999999997,0.03710000000000002,2532.1054650035962,9838932.0,12.218673706054688,-16.655323028564453,-11.327287673950195
119,0.04269999999999996,0.03739999999999999,0.044499999999999984,0.036599999999999966,2531.708618476262,9838640.0,19.7191162109375,-16.672555923461914,-11.350149154663086
120,0.04279999999999995,0.03739999999999999,0.04259999999999997,0.03700000000000003,2531.3430431785487,9837460.0,33.26610565185547,-16.690258026123047,-11.371865272521973
121,0.04259999999999997,0.03720000000000001,0.043399999999999994,0.03739999999999999,2531.0606130614597,9832746.0,16.601858139038086,-16.698955535888672,-11.392110824584961
122,0.04190000000000005,0.036900000000000044,0.04269999999999996,0.036699999999999955,2530.582263527014,9834324.0,14.859321594238281,-16.715557098388672,-11.42045783996582
123,0.043300000000000005,0.03700000000000003,0.04359999999999997,0.03610000000000002,2530.4316874550436,9834705.0,16.57635498046875,-16.739013671875,-11.43614387512207
124,0.04159999999999997,0.036900000000000044,0.042100000000000026,0.035599999999999965,2530.0752202885215,9832019.0,21.971694946289062,-16.749345779418945,-11.456498146057129
125,0.041000000000000036,0.035699999999999954,0.04279999999999995,0.035499999999999976,2529.6953917988717,9837779.0,21.471588134765625,-16.765403747558594,-11.475543975830078
126,0.042100000000000026,0.036599999999999966,0.04249999999999998,0.03649999999999998,2529.403437075409,9829386.0,21.546417236328125,-16.77802276611328,-11.489713668823242
127,0.041200000000000014,0.036599999999999966,0.04179999999999995,0.03639999999999999,2529.1438768781986,9823664.0,9.76698112487793,-16.790679931640625,-11.519108772277832
128,0.04179999999999995,0.035699999999999954,0.04149999999999998,0.0343,2528.837196915958,9833348.0,14.789225578308105,-16.811717987060547,-11.543636322021484
129,0.041100000000000025,0.036599999999999966,0.04169999999999996,0.036800000000000055,2528.4405639336233,9823130.0,17.23192024230957,-16.822410583496094,-11.568002700805664
130,0.041000000000000036,0.034599999999999964,0.042200000000000015,0.03510000000000002,2528.2171852521574,9826869.0,14.419998168945312,-16.83915138244629,-11.58851146697998
131,0.0403,0.035699999999999954,0.04139999999999999,0.03500000000000003,2527.964740099503,9820000.0,15.299095153808594,-16.854469299316406,-11.604351043701172
132,0.041100000000000025,0.03520000000000001,0.04159999999999997,0.03590000000000004,2527.7022564588005,9828184.0,11.616514205932617,-16.868839263916016,-11.62427806854248
133,0.040100000000000025,0.03500000000000003,0.04069999999999996,0.03480000000000005,2527.352818793958,9822852.0,10.727409362792969,-16.881813049316406,-11.640161514282227
134,0.04039999999999999,0.03380000000000005,0.04049999999999998,0.03469999999999995,2527.1861413043484,9824362.0,19.88257598876953,-16.895736694335938,-11.655895233154297
135,0.03949999999999998,0.034399999999999986,0.04039999999999999,0.03380000000000005,2526.773624820172,9819470.0,10.673357963562012,-16.897171020507812,-11.665470123291016
136,0.03949999999999998,0.03510000000000002,0.03990000000000005,0.034499999999999975,2526.560854704484,9827164.0,9.265146255493164,-16.912654876708984,-11.685737609863281
137,0.03959999999999997,0.035499999999999976,0.04079999999999995,0.03469999999999995,2526.3801806515744,9821452.0,19.89799690246582,-16.92389678955078,-11.698342323303223
138,0.039000000000000035,0.03480000000000005,0.03959999999999997,0.03420000000000001,2526.1908773827113,9819227.0,6.419443130493164,-16.946264266967773,-11.717092514038086
139,0.039000000000000035,0.03380000000000005,0.040200000000000014,0.033299999999999996,2525.705317894821,9818239.0,9.234519958496094,-16.94993019104004,-11.736051559448242
140,0.039000000000000035,0.034499999999999975,0.03949999999999998,0.03490000000000004,2525.5050001998065,9826215.0,12.199899673461914,-16.967144012451172,-11.75216293334961
141,0.03869999999999996,0.03390000000000004,0.038799999999999946,0.03390000000000004,2525.3707659396964,9817113.0,14.321754455566406,-16.976581573486328,-11.764427185058594
142,0.038000000000000034,0.03380000000000005,0.03869999999999996,0.03380000000000005,2525.118906474784,9821315.0,20.453781127929688,-16.99903106689453,-11.7789306640625
143,0.03869999999999996,0.033399999999999985,0.03859999999999997,0.03300000000000003,2524.765779851343,9818685.0,8.626232147216797,-17.004112243652344,-11.798831939697266
144,0.03979999999999995,0.033499999999999974,0.040000000000000036,0.03359999999999996,2524.614690522101,9818695.0,8.641064643859863,-17.008625030517578,-11.81210708618164
145,0.038000000000000034,0.03269999999999995,0.03959999999999997,0.03290000000000004,2524.29920900935,9825028.0,13.254528045654297,-17.02341651916504,-11.826643943786621
146,0.03820000000000001,0.03320000000000001,0.03810000000000002,0.03320000000000001,2523.98030515705,9820035.0,11.376646041870117,-17.036636352539062,-11.843194007873535
147,0.03810000000000002,0.03280000000000005,0.038900000000000046,0.03290000000000004,2523.715457535765,9813876.0,15.230024337768555,-17.041154861450195,-11.856355667114258
148,0.038000000000000034,0.03280000000000005,0.03859999999999997,0.03290000000000004,2523.4621132462858,9810170.0,11.299548149108887,-17.05341148376465,-11.867472648620605
149,0.037799999999999945,0.03210000000000002,0.03839999999999999,0.03290000000000004,2523.3343421565273,9813720.0,13.544609069824219,-17.06304168701172,-11.886499404907227
150,0.036900000000000044,0.03280000000000005,0.03720000000000001,0.032200000000000006,2523.105702900217,9808736.0,7.834238052368164,-17.074003219604492,-11.89987564086914
151,0.03749999999999998,0.03259999999999996,0.0383,0.032299999999999995,2522.9362393352408,9810620.0,15.474287033081055,-17.08667755126953,-11.914419174194336
152,0.03720000000000001,0.033299999999999996,0.03759999999999997,0.03300000000000003,2522.713922759149,9810810.0,22.231609344482422,-17.093006134033203,-11.923288345336914
153,0.0373,0.03259999999999996,0.03820000000000001,0.03280000000000005,2522.373070602221,9813480.0,6.040398120880127,-17.105323791503906,-11.934752464294434
154,0.036900000000000044,0.03300000000000003,0.03700000000000003,0.03280000000000005,2522.200452565535,9807020.0,12.566420555114746,-17.108280181884766,-11.949256896972656
155,0.036800000000000055,0.03200000000000003,0.037799999999999945,0.03200000000000003,2521.922679227941,9808364.0,13.633097648620605,-17.121265411376953,-11.964491844177246
156,0.03710000000000002,0.03249999999999997,0.0373,0.03269999999999995,2521.8822561590864,9810557.0,12.786846160888672,-17.13134765625,-11.973603248596191
157,0.036900000000000044,0.03249999999999997,0.03620000000000001,0.03259999999999996,2521.611950652371,9809344.0,24.208526611328125,-17.13653564453125,-11.987316131591797
158,0.035599999999999965,0.032299999999999995,0.03710000000000002,0.03159999999999996,2521.382801260788,9809428.0,13.11434555053711,-17.14545440673828,-12.001571655273438
159,0.03620000000000001,0.032299999999999995,0.03720000000000001,0.032299999999999995,2521.161917684026,9805899.0,13.190863609313965,-17.161174774169922,-12.015746116638184
160,0.03590000000000004,0.03180000000000005,0.03710000000000002,0.03090000000000004,2520.8849504475706,9807212.0,10.940324783325195,-17.163433074951172,-12.030179023742676
161,0.03639999999999999,0.031200000000000006,0.036800000000000055,0.03069999999999995,2520.6628012108367,9808418.0,9.069257736206055,-17.171695709228516,-12.03546142578125
162,0.035800000000000054,0.03210000000000002,0.03739999999999999,0.031100000000000017,2520.652077755357,9811408.0,7.763840675354004,-17.18480682373047,-12.040538787841797
163,0.03590000000000004,0.031200000000000006,0.03600000000000003,0.031399999999999983,2520.3481001988075,9801543.0,3.4240684509277344,-17.190738677978516,-12.052306175231934
164,0.0353,0.031100000000000017,0.03639999999999999,0.031200000000000006,2520.1259909237133,9805297.0,11.193723678588867,-17.188852310180664,-12.065497398376465
165,0.03539999999999999,0.03090000000000004,0.0363,0.030299999999999994,2519.940608266063,9803651.0,22.839656829833984,-17.20118522644043,-12.077765464782715
166,0.03520000000000001,0.03049999999999997,0.037699999999999956,0.031000000000000028,2519.860480813415,9807446.0,11.879728317260742,-17.216175079345703,-12.093658447265625
167,0.035699999999999954,0.031000000000000028,0.036599999999999966,0.03059999999999996,2519.605337001475,9802437.0,18.784320831298828,-17.231765747070312,-12.10098648071289
168,0.03539999999999999,0.031299999999999994,0.036699999999999955,0.03090000000000004,2519.2993932075237,9803271.0,10.008075714111328,-17.236501693725586,-12.11669635772705
169,0.03510000000000002,0.030299999999999994,0.035800000000000054,0.03059999999999996,2519.253395490329,9802888.0,9.06390380859375,-17.238168716430664,-12.126945495605469
170,0.03510000000000002,0.03090000000000004,0.03620000000000001,0.03090000000000004,2519.049227741368,9808321.0,11.227560997009277,-17.250701904296875,-12.136468887329102
171,0.03480000000000005,0.03080000000000005,0.035499999999999976,0.03069999999999995,2518.914622587317,9805211.0,11.295621871948242,-17.25942611694336,-12.141304969787598
172,0.03490000000000004,0.031299999999999994,0.03610000000000002,0.03090000000000004,2518.6508714134443,9800667.0,8.134530067443848,-17.269521713256836,-12.157329559326172
173,0.03490000000000004,0.030399999999999983,0.03600000000000003,0.031200000000000006,2518.446115479143,9807724.0,8.153162002563477,-17.281387329101562,-12.168596267700195
174,0.03400000000000003,0.03090000000000004,0.03610000000000002,0.02980000000000005,2518.313585208202,9801631.0,7.549830436706543,-17.28986358642578,-12.178277015686035
175,0.03539999999999999,0.02980000000000005,0.036699999999999955,0.030200000000000005,2518.176170251559,9803843.0,6.782215118408203,-17.286090850830078,-12.18634033203125
176,0.0353,0.030100000000000016,0.03600000000000003,0.02969999999999995,2517.979593964795,9800207.0,11.49977970123291,-17.296655654907227,-12.19317626953125
177,0.03469999999999995,0.02980000000000005,0.034399999999999986,0.029000000000000026,2517.748917913802,9796754.0,4.39232873916626,-17.302879333496094,-12.205436706542969
178,0.034399999999999986,0.029900000000000038,0.0363,0.029000000000000026,2517.5445010290127,9799282.0,4.072873115539551,-17.30995750427246,-12.21664047241211
179,0.034599999999999964,0.03059999999999996,0.03490000000000004,0.029299999999999993,2517.4953450937105,9800286.0,9.299715995788574,-17.31310272216797,-12.22402572631836
180,0.03420000000000001,0.030000000000000027,0.03520000000000001,0.028699999999999948,2517.307785151256,9790553.0,15.700370788574219,-17.32354736328125,-12.228084564208984
